TimeStep,Time_s,TotalProbability,MeanPosition_nm,KineticEnergy_eV,PotentialEnergy_eV,TotalEnergy_eV,Reflection,Transmission,InteractionProbability,CentralWellProbability
0,0,1,0.996,59.3689182395836,0,59.3689182395836,NaN,NaN,NaN,NaN
100,2.76415767589051e-18,1.00000024722367,1.00851308980767,59.3689356876261,0,59.3689356876261,NaN,NaN,NaN,NaN
200,5.52831535178101e-18,1.00000090181854,1.0210265790223,59.3689814361125,0,59.3689814361125,NaN,NaN,NaN,NaN
300,8.29247302767152e-18,1.00000173758971,1.03354023830961,59.369038526082,0,59.369038526082,NaN,NaN,NaN,NaN
400,1.1056630703562e-17,1.00000247844026,1.04605379227178,59.3690867605737,0,59.3690867605737,NaN,NaN,NaN,NaN
500,1.38207883794525e-17,1.00000290214591,1.05856702270581,59.3691107756638,0,59.3691107756638,NaN,NaN,NaN,NaN
600,1.6584946055343e-17,1.00000291491822,1.07107984145842,59.3691054594771,0,59.3691054594771,NaN,NaN,NaN,NaN
700,1.93491037312335e-17,1.00000256932227,1.08359230623219,59.3690766454415,0,59.3690766454415,NaN,NaN,NaN,NaN
800,2.21132614071241e-17,1.00000202528375,1.09610457994371,59.3690373706673,0,59.3690373706673,NaN,NaN,NaN,NaN
900,2.48774190830146e-17,1.00000147781066,1.10861685781772,59.3690019172923,0,59.3690019172923,NaN,NaN,NaN,NaN
1000,2.76415767589051e-17,1.00000108498757,1.1211292958343,59.3689804599917,0,59.3689804599917,NaN,NaN,NaN,NaN
1100,3.04057344347956e-17,1.0000009235184,1.1336419674289,59.368976355463,0,59.368976355463,NaN,NaN,NaN,NaN
1200,3.31698921106861e-17,1.00000098248879,1.14615485854583,59.368986569576,0,59.368986569576,NaN,NaN,NaN,NaN
1300,3.59340497865766e-17,1.00000118862777,1.1586678938348,59.3690043247423,0,59.3690043247423,NaN,NaN,NaN,NaN
1400,3.86982074624671e-17,1.00000144591575,1.17118097660287,59.3690223801406,0,59.3690223801406,NaN,NaN,NaN,NaN
1500,4.14623651383576e-17,1.00000167158821,1.18369402461608,59.3690355388398,0,59.3690355388398,NaN,NaN,NaN,NaN
1600,4.42265228142481e-17,1.00000181709585,1.19620699054033,59.3690416903284,0,59.3690416903284,NaN,NaN,NaN,NaN
1700,4.69906804901386e-17,1.00000187156297,1.20871986483348,59.3690414752613,0,59.3690414752613,NaN,NaN,NaN,NaN
1800,4.97548381660291e-17,1.00000185233212,1.22123266587568,59.3690371504282,0,59.3690371504282,NaN,NaN,NaN,NaN
1900,5.25189958419196e-17,1.00000179014451,1.23374542496718,59.3690313280887,0,59.3690313280887,NaN,NaN,NaN,NaN
2000,5.52831535178101e-17,1.0000017156575,1.24625817286846,59.3690260654363,0,59.3690260654363,NaN,NaN,NaN,NaN
2100,5.80473111937006e-17,1.00000165105782,1.25877093155788,59.3690224757555,0,59.3690224757555,NaN,NaN,NaN,NaN
2200,6.08114688695911e-17,1.00000160739209,1.27128371173777,59.369020783357,0,59.369020783357,NaN,NaN,NaN,NaN
2300,6.35756265454816e-17,1.00000158613229,1.28379651454236,59.36902062394,0,59.36902062394,NaN,NaN,NaN,NaN
2400,6.63397842213721e-17,1.00000158275786,1.29630933520178,59.3690213926123,0,59.3690213926123,NaN,NaN,NaN,NaN
2500,6.91039418972627e-17,1.00000159044976,1.30882216675992,59.3690225113243,0,59.3690225113243,NaN,NaN,NaN,NaN
2600,7.18680995731532e-17,1.0000016027889,1.32133500275721,59.3690235703043,0,59.3690235703043,NaN,NaN,NaN,NaN
2700,7.46322572490437e-17,1.00000161514591,1.33384783858715,59.3690243586125,0,59.3690243586125,NaN,NaN,NaN,NaN
2800,7.73964149249342e-17,1.00000162497741,1.34636067175867,59.3690248262901,0,59.3690248262901,NaN,NaN,NaN,NaN
2900,8.01605726008247e-17,1.00000163145868,1.35887350150332,59.3690250212515,0,59.3690250212515,NaN,NaN,NaN,NaN
3000,8.29247302767152e-17,1.00000163486518,1.37138632814249,59.3690250308198,0,59.3690250308198,NaN,NaN,NaN,NaN
3100,8.56888879526057e-17,1.00000163598491,1.38389915249459,59.3690249416816,0,59.3690249416816,NaN,NaN,NaN,NaN
3200,8.84530456284962e-17,1.00000163569574,1.39641197545343,59.3690248197703,0,59.3690248197703,NaN,NaN,NaN,NaN
3300,9.12172033043867e-17,1.00000163473111,1.40892479775764,59.3690247054039,0,59.3690247054039,NaN,NaN,NaN,NaN
3400,9.39813609802772e-17,1.00000163359612,1.42143761991098,59.369024617167,0,59.369024617167,NaN,NaN,NaN,NaN
3500,9.67455186561677e-17,1.00000163257718,1.43395044219559,59.3690245588502,0,59.3690245588502,NaN,NaN,NaN,NaN
3600,9.95096763320582e-17,1.00000163179467,1.446463264727,59.369024526224,0,59.369024526224,NaN,NaN,NaN,NaN
3700,1.02273834007949e-16,1.00000163126403,1.45897608751645,59.3690245121851,0,59.3690245121851,NaN,NaN,NaN,NaN
3800,1.05037991683839e-16,1.000001630947,1.47148891052263,59.369024509718,0,59.369024509718,NaN,NaN,NaN,NaN
3900,1.0780214935973e-16,1.000001630787,1.48400173368704,59.3690245132287,0,59.3690245132287,NaN,NaN,NaN,NaN
4000,1.1056630703562e-16,1.00000163072957,1.49651455695406,59.3690245189987,0,59.3690245189987,NaN,NaN,NaN,NaN
4100,1.13330464711511e-16,1.00000163073138,1.50902738027981,59.3690245249131,0,59.3690245249131,NaN,NaN,NaN,NaN
4200,1.16094622387401e-16,1.00000163076213,1.52154020363395,59.3690245299511,0,59.3690245299511,NaN,NaN,NaN,NaN
4300,1.18858780063292e-16,1.00000163080265,1.534053026998,59.369024533839,0,59.369024533839,NaN,NaN,NaN,NaN
4400,1.21622937739182e-16,1.00000163084162,1.54656585036236,59.3690245366275,0,59.3690245366275,NaN,NaN,NaN,NaN
