TimeStep,Time_s,TotalProbability,MeanPosition_nm,KineticEnergy_eV,PotentialEnergy_eV,TotalEnergy_eV,Reflection,Transmission,InteractionProbability,CentralWellProbability
0,0,1,0.996,59.3689182395836,-446.8776,-387.508681760416,NaN,NaN,NaN,NaN
100,2.76415767589051e-18,1.00012977556649,1.00884410180027,63.1817851350949,-450.741542258408,-387.559757123313,NaN,NaN,NaN,NaN
200,5.52831535178101e-18,1.00001418242253,1.02183510446682,67.0484559445499,-454.563054048589,-387.514598104039,NaN,NaN,NaN,NaN
300,8.29247302767152e-18,1.00010539312079,1.03542056985797,70.9893484704698,-458.5389889677,-387.54964049723,NaN,NaN,NaN,NaN
400,1.1056630703562e-17,1.00004247288304,1.04924010500467,74.9765178333772,-462.50273529212,-387.526217458743,NaN,NaN,NaN,NaN
500,1.38207883794525e-17,1.00007935672632,1.06352869092856,79.0191160932605,-466.558245863078,-387.539129769817,NaN,NaN,NaN,NaN
600,1.6584946055343e-17,1.00006220874759,1.07814386842915,83.1007788946459,-470.634733164808,-387.533954270162,NaN,NaN,NaN,NaN
700,1.93491037312335e-17,1.00006712137091,1.09313767132098,87.2202331616157,-474.754820310648,-387.534587149032,NaN,NaN,NaN,NaN
800,2.21132614071241e-17,1.00006805187587,1.10849317085359,91.3686580158193,-478.904523625728,-387.535865609908,NaN,NaN,NaN,NaN
900,2.48774190830146e-17,1.00006546152548,1.12419330162185,95.5399013582634,-483.07420964429,-387.534308286027,NaN,NaN,NaN,NaN
1000,2.76415767589051e-17,1.00006769189542,1.14024668165624,99.7275029686021,-487.262946837015,-387.535443868412,NaN,NaN,NaN,NaN
1100,3.04057344347956e-17,1.00006636181415,1.15663486570452,103.924398302594,-491.459227505845,-387.534829203251,NaN,NaN,NaN,NaN
1200,3.31698921106861e-17,1.00006695615726,1.17335787604643,108.124170517555,-495.659248495596,-387.53507797804,NaN,NaN,NaN,NaN
1300,3.59340497865766e-17,1.00006676930996,1.19040582865024,112.319963989407,-499.854976764644,-387.535012775237,NaN,NaN,NaN,NaN
1400,3.86982074624671e-17,1.00006679517986,1.20777264389835,116.505164136378,-504.040178015757,-387.535013879378,NaN,NaN,NaN,NaN
1500,4.14623651383576e-17,1.00006680755443,1.22545108235078,120.67309512052,-508.208118529486,-387.535023408967,NaN,NaN,NaN,NaN
1600,4.42265228142481e-17,1.00006679717715,1.2434338411958,124.817140204004,-512.352158100904,-387.5350178969,NaN,NaN,NaN,NaN
1700,4.69906804901386e-17,1.00006680040477,1.26171364429904,128.930728210904,-516.465747474076,-387.535019263172,NaN,NaN,NaN,NaN
1800,4.97548381660291e-17,1.00006680152823,1.28028303422643,133.007342671065,-520.542362628944,-387.535019957879,NaN,NaN,NaN,NaN
1900,5.25189958419196e-17,1.00006679741309,1.29913447078049,137.040535767007,-524.575553698853,-387.535017931846,NaN,NaN,NaN,NaN
2000,5.52831535178101e-17,1.00006680571834,1.31826034212205,141.023936416997,-528.558958342943,-387.535021925946,NaN,NaN,NaN,NaN
2100,5.80473111937006e-17,1.00006679043483,1.33765288767347,144.951260502205,-532.486275099043,-387.535014596839,NaN,NaN,NaN,NaN
2200,6.08114688695911e-17,1.00006681590018,1.35730436426141,148.816320523392,-536.351347306212,-387.53502678282,NaN,NaN,NaN,NaN
2300,6.35756265454816e-17,1.00006677816762,1.37720676678572,152.61303484441,-540.148043603379,-387.535008758969,NaN,NaN,NaN,NaN
2400,6.63397842213721e-17,1.00006682703693,1.39735227675279,156.335437046395,-543.870469165155,-387.53503211876,NaN,NaN,NaN,NaN
2500,6.91039418972627e-17,1.00006677344741,1.41773263773533,159.977684746764,-547.512691075767,-387.535006329002,NaN,NaN,NaN,NaN
2600,7.18680995731532e-17,1.00006681931727,1.43833993818057,163.534068390577,-551.069097314398,-387.535028923822,NaN,NaN,NaN,NaN
2700,7.46322572490437e-17,1.00006679774536,1.45916578916066,166.999019912207,-554.534036917602,-387.535017005395,NaN,NaN,NaN,NaN
2800,7.73964149249342e-17,1.00006677907541,1.48020201617834,170.367120394365,-557.90213145895,-387.535011064585,NaN,NaN,NaN,NaN
2900,8.01605726008247e-17,1.00006684704853,1.50144033913503,173.633109208207,-561.168148141972,-387.535038933764,NaN,NaN,NaN,NaN
3000,8.29247302767152e-17,1.00006673254234,1.52287212482337,176.79188986912,-564.326880275072,-387.534990405952,NaN,NaN,NaN,NaN
3100,8.56888879526057e-17,1.00006687810121,1.54448932325938,179.838539968266,-567.373592574449,-387.535052606183,NaN,NaN,NaN,NaN
3200,8.84530456284962e-17,1.00006672542712,1.56628290493556,182.768315357631,-570.303302838067,-387.534987480436,NaN,NaN,NaN,NaN
