Position_nm,Real_Wavefunction,Imaginary_Wavefunction,ProbabilityDensity,PotentialEnergy_eV
0,0,0,0,0
0.004,-0.599054641442305,3.89565017780199,15.5349567712422,0
0.008,-1.21109824823656,7.70836727538883,60.8856850191671,0
0.012,-1.84795972147695,11.3563596392738,132.381859388728,0
0.016,-2.51971285458848,14.7615773683707,224.253119271973,0
0.02,-3.23380276652955,17.8504006340002,329.094283127131,0
0.024,-3.99399648697997,20.5557166472803,438.489494821284,0
0.028,-4.80119534162717,22.8186586565654,543.742659593308,0
0.032,-5.65165854459401,24.5894838761006,636.583961597692,0
0.036,-6.537382571058,25.8284588600851,709.846657967481,0
0.04,-7.44576004102956,26.5072187424203,758.071988047111,0
0.044,-8.35956670138555,26.6085631612966,777.897988943625,0
0.048,-9.25706985755625,26.1275767740463,768.343610431359,0
0.052,-10.113398456548,25.0718115350622,730.876561990586,0
0.056,-10.9002277210944,23.461078571396,669.237172104933,0
0.06,-11.5876992314266,21.3275436864459,589.138893175262,0
0.064,-12.1451010546495,18.7151281818228,497.759502489705,0
0.068,-12.5410602606643,15.678198154021,403.084089818359,0
0.072,-12.7457912423051,12.2809761996559,313.277570808937,0
0.076,-12.7312912928861,8.59621699761696,235.980724654436,0
0.08,-12.4730085891168,4.70325085007936,177.696511822954,0
0.084,-11.9513215202875,0.687459774008994,143.306687022168,0
0.088,-11.1526228869111,-3.36237933116333,135.686592024287,0
0.092,-10.0697395967727,-7.35553754291225,155.503588092004,0
0.096,-8.70383856643883,-11.2012792190245,201.225461933177,0
0.1,-7.06333149171599,-14.8113305537231,269.266164533519,0
0.104,-5.16533953089037,-18.1015839124656,354.348072609412,0
0.108,-3.03545077438884,-20.9939197353738,449.958627259054,0
0.112,-0.707416895685628,-23.4185896297209,548.930778909571,0
0.116,1.77654429121077,-25.3153206556421,644.021569516615,0
0.12,4.36671488887199,-26.6349473464571,728.48861906924,0
0.124,7.00719823458928,-27.3412314361768,796.643763545412,0
0.128,9.63690500894085,-27.4113026644627,844.249451914127,0
0.132,12.1911736482858,-26.836940897026,868.846111633126,0
0.136,14.6040667623562,-25.6251316172227,869.926136399343,0
0.14,16.8088854154109,-23.7976781556669,848.868114509119,0
0.144,18.7411350417125,-21.3914168202789,808.822856230614,0
0.148,20.3393982549155,-18.4577430186713,754.379398715367,0
0.152,21.5479605235693,-15.0609590861815,691.147091320934,0
0.156,22.3182905183725,-11.2780612026654,625.300756153542,0
0.16,22.6115360466071,-7.19656520309071,563.07211310935,0
0.164,22.3994792179056,-2.91235121550441,510.218458835835,0
0.168,21.6662134169565,1.471491173861,471.590090103855,0
0.172,20.4086916449624,5.8480616691726,450.714519945604,0
0.176,18.6370074037335,10.1088914515524,449.527731346087,0
0.18,16.3751966246528,14.1460635632552,468.258178831699,0
0.184,13.6607171796042,17.8557433134692,505.442763137632,0
0.188,10.5445416770007,21.1404790944673,558.107215521611,0
0.192,7.0899321142968,23.911627658637,622.033074670632,0
0.196,3.37164472141332,26.0925708305738,692.190240675948,0
0.2,-0.526811280336886,27.6204911280171,763.16906027796,0
0.204,-4.51422203248793,28.4480661890817,829.670670456975,0
0.208,-8.49497594828225,28.5459587365589,887.036376551218,0
0.212,-12.3705619298724,27.9030981495346,931.613688803367,0
0.216,-16.0424996790261,26.5278295158756,961.087534774911,0
0.22,-19.414451098932,24.4487788357191,974.663698030725,0
0.224,-22.3951420475498,21.7136570245247,973.025288708626,0
0.228,-24.9009892396172,18.3888857238779,958.210383277374,0
0.232,-26.8585214677316,14.5585237067836,933.33078795358,0
0.236,-28.2068920774023,10.3211358834436,902.154606590729,0
0.24,-28.899169073138,5.78834034097562,868.66685702078,0
0.244,-28.9043193326294,1.08181130933766,836.629991791623,0
0.248,-28.2076233026138,-3.67069067077529,809.143982382676,0
0.252,-26.8120941000968,-8.33744557650665,788.401388773654,0
0.256,-24.7380573927971,-12.7878661798876,775.501005004037,0
0.26,-22.0240933388832,-16.895971315604,770.534534097552,0
0.264,-18.7254646386444,-20.5442325579892,772.708517329867,0
0.268,-14.913935976278,-23.6276392852402,780.690824497946,0
0.272,-10.675835773825,-26.0569690450521,792.939105284484,0
0.276,-6.11010635390726,-27.7609966927419,808.006337030482,0
0.28,-1.32635743782876,-28.6897513660234,824.861057497126,0
0.284,3.55767481430026,-28.815726736055,843.003157411301,0
0.288,8.41893975691895,-28.1350084463313,862.457246905762,0
0.292,13.1317434969435,-26.6684272728426,883.647700476413,0
0.296,17.5708095304624,-24.4603558607832,907.04235639194,0
0.3,21.6151221965728,-21.5778614233012,932.817611175966,0
0.304,25.1499497347025,-18.1082167230514,960.427484547057,0
0.308,28.0714309291856,-14.1561348542116,988.401388422665,0
0.312,30.2885459011385,-9.83974242268656,1014.21654375019,0
0.316,31.7263649170912,-5.28762168743994,1034.52117396192,0
0.32,32.3290340370023,-0.633753458240294,1045.56808521149,0
0.324,32.0616784438415,3.986031338179,1043.83967046524,0
0.328,30.9122975876102,8.43910225132415,1026.78858895327,0
0.332,28.8937642851803,12.6001991545521,993.614633301935,0
0.336,26.0437299158204,16.3558921463625,945.791075831637,0
0.34,22.4250302233164,19.6079051657836,887.351925507017,0
0.344,18.1256332072875,22.2758959375756,824.754118986823,0
0.348,13.2563637000642,24.2998077055067,766.211833072985,0
0.352,7.94973300888888,25.6401238833415,720.614207665716,0
0.356,2.35687586776098,26.2791980460732,696.151113800772,0
0.36,-3.35676235518084,26.2200697878708,698.759913189974,0
0.364,-9.01573569695498,25.4857880172822,730.808881019192,0
0.368,-14.4398271072091,24.1169811724562,790.137387758697,0
0.372,-19.4506278400278,22.1699973698125,869.835706748757,0
0.376,-23.8766062467784,19.7126339699754,958.680263897925,0
0.38,-27.5597054119809,16.8218873297205,1042.51325572898,0
0.384,-30.362112511307,13.5800705219845,1106.27619153134,0
0.388,-32.1713150634706,10.0716359254555,1136.43136312802,0
0.392,-32.9069097238028,6.38082177900154,1123.57959414589,0
0.396,-32.5250477809843,2.58902715983033,1064.58179478965,0
0.4,-31.0216559464181,-1.22710435593916,963.8489227583,0
0.404,-28.4353143070555,-4.99648497013444,833.531961797816,0
0.408,-24.8471078128258,-8.65368456740513,692.265023254336,0
0.412,-20.3796030876635,-12.1395088362388,562.695896795822,0
0.416,-15.1940719158454,-15.3985055050043,467.973793171527,0
0.42,-9.48568173684769,-18.3792450506062,427.774806642999,0
0.424,-3.47688734562442,-21.0320568128955,454.436159395025,0
0.428,2.59046759233238,-23.3075033718684,549.950235776583,0
0.432,8.46546931373956,-25.1555771382524,704.467231860435,0
0.436,13.898433993913,-26.5243904042071,896.709753797953,0
0.44,18.6529906263343,-27.3595680784438,1096.48002474511,0
0.444,22.5169725926077,-27.6057467356911,1269.09130757137,0
0.448,25.3137751170358,-27.207540284265,1381.03745899576,0
0.452,26.9122796490586,-26.1125329435886,1406.13517263914,0
0.456,27.2349954095546,-24.2759302721393,1331.06576553623,0
0.46,26.2649810314747,-21.6640423473478,1159.1799594114,0
0.464,24.0489489277686,-18.2603190872176,911.791197697425,0
0.468,20.6983068948242,-14.0706237547592,626.402361160323,0
0.472,16.3861064552078,-9.12840866497149,351.832329516131,0
0.476,11.3414359627003,-3.50015287766189,140.879239863037,0
0.48,5.83910584797636,2.71022110624194,41.440455548591,0
0.484,0.188678777682358,9.35882804713623,87.6232620970115,0
0.488,-5.28196321358673,16.260850139829,292.314382659661,0
0.492,-10.2428426237629,23.192001434541,642.784755554924,0
0.496,-14.3802620839129,29.8934753055074,1100.41180344301,0
0.5,-17.4163268401789,36.0785735303851,1604.99190859134,0
0.504,-19.1262633709041,41.4426490471066,2083.30711057483,0
0.508,-19.3546513562837,45.6755813099682,2460.86125712681,0
0.512,-18.0291967759385,48.4763766680603,2675.01103124917,0
0.516,-15.1698402030355,49.5697205843438,2687.28125059555,0
0.52,-10.8935082959834,48.7237594478899,2492.6732577305,0
0.524,-5.41557113745904,45.7680820609757,2124.04574628508,0
0.528,0.957472016812287,40.6100286222219,1650.09117736066,0
0.532,7.8382152034598,33.2502965608153,1167.01983895791,0
0.536,14.7759020923937,23.7941097521188,784.48694153988,0
0.54,21.2790865457051,12.459344994311,608.034801906868,0
0.544,26.8420559346862,-0.421091673060573,720.673284997946,0
0.548,30.9737806288757,-14.4018112522499,1166.78725379115,0
0.552,33.2296200335612,-28.9355346025629,1941.47281031097,0
0.556,33.2416195771602,-43.388470141323,2987.56461331711,0
0.56,30.7476375374699,-57.0633983902788,4201.6486499833,0
0.564,25.6178341814937,-69.2288329904793,5448.90474537418,0
0.568,17.8740037999262,-79.1512732150713,6584.40406340664,0
0.572,7.70358877203488,-86.1336817171898,7478.35640612679,0
